name,age,weight,height,noc,sport,sex
Anne Mllinger-Cibis,26.0,68.0,173.0,GER,Athletics,F
"Arthur Owen ""Art"" Mollner",23.0,73.0,183.0,USA,Basketball,M
Manfred Molzberger,24.0,78.0,188.0,GER,Athletics,M
John James Monckton,18.0,83.0,192.0,AUS,Swimming,M
John James Monckton,21.0,83.0,192.0,AUS,Swimming,M
Irving Mondschein,24.0,88.0,183.0,USA,Athletics,M
"Stephen James ""Steve"" Moneghetti",25.0,60.0,176.0,AUS,Athletics,M
"Stephen James ""Steve"" Moneghetti",29.0,60.0,176.0,AUS,Athletics,M
"Stephen James ""Steve"" Moneghetti",33.0,60.0,176.0,AUS,Athletics,M
"Stephen James ""Steve"" Moneghetti",37.0,60.0,176.0,AUS,Athletics,M
Ruth Moniz,18.0,37.0,143.0,AUS,Gymnastics,F
Kenrick John Monk,20.0,95.0,194.0,AUS,Swimming,M
Kenrick John Monk,24.0,95.0,194.0,AUS,Swimming,M
Yasunori Mononobe,23.0,70.0,180.0,JPN,Swimming,M
Suzete Garcia Montalvo,23.0,51.0,158.0,BRA,Athletics,F
"Teresa Marie ""Teri"" Montefusco (-Miller)",19.0,45.0,150.0,USA,Gymnastics,F
Marco Antnio Monteiro,26.0,67.0,170.0,BRA,Gymnastics,M
Javier Montez,22.0,66.0,188.0,USA,Athletics,M
Eleanor Inez Montgomery,17.0,61.0,174.0,USA,Athletics,F
Eleanor Inez Montgomery,21.0,61.0,174.0,USA,Athletics,F
Jesse Langford Montgomery,23.0,75.0,187.0,USA,Athletics,M
"James Paul ""Jim"" Montgomery",21.0,88.0,191.0,USA,Swimming,M
Mary Coulter Montgomery,15.0,57.0,170.0,USA,Swimming,F
"Timothy ""Tim"" Montgomery",21.0,73.0,178.0,USA,Athletics,M
"Timothy ""Tim"" Montgomery",25.0,73.0,178.0,USA,Athletics,M
"David Robert ""Dave"" Moorcroft",23.0,66.0,180.0,GBR,Athletics,M
"David Robert ""Dave"" Moorcroft",27.0,66.0,180.0,GBR,Athletics,M
"David Robert ""Dave"" Moorcroft",31.0,66.0,180.0,GBR,Athletics,M
Aston Llewellyn Moore,20.0,79.0,180.0,GBR,Athletics,M
Audrey Helen Moore (-Youl),19.0,59.0,174.0,AUS,Swimming,F
"Charles Hewes ""Charlie"" Moore, Jr.",22.0,77.0,185.0,USA,Athletics,M
"Joan Marie Moore (-Rice, -Gnat)",18.0,50.0,163.0,USA,Gymnastics,F
Kendis Marion Moore (-Drake),19.0,59.0,168.0,USA,Swimming,F
"Kenneth Clark ""Kenny"" Moore",24.0,64.0,183.0,USA,Athletics,M
"Kenneth Clark ""Kenny"" Moore",28.0,64.0,183.0,USA,Athletics,M
LaShauntea Moore,21.0,59.0,165.0,USA,Athletics,F
Maya April Moore,23.0,79.0,183.0,USA,Basketball,F
Maya April Moore,27.0,79.0,183.0,USA,Basketball,F
Melissa Moore (-Medlicott),24.0,60.0,166.0,AUS,Athletics,F
"Oscar W. Moore, Jr.",26.0,58.0,175.0,USA,Athletics,M
Paul John Moorfoot,20.0,80.0,193.0,AUS,Swimming,M
Adrian David Moorhouse,20.0,87.0,187.0,GBR,Swimming,M
Adrian David Moorhouse,24.0,87.0,187.0,GBR,Swimming,M
Adrian David Moorhouse,28.0,87.0,187.0,GBR,Swimming,M
Stephanie Moorhouse,17.0,47.0,150.0,AUS,Gymnastics,F
Fabiana dos Santos Mores,30.0,55.0,170.0,BRA,Athletics,F
"Pedro Pablo Morales, Jr.",19.0,84.0,188.0,USA,Swimming,M
"Pedro Pablo Morales, Jr.",27.0,84.0,188.0,USA,Swimming,M
Karen Lynne Moras (-Stephenson),14.0,53.0,168.0,AUS,Swimming,F
Karen Lynne Moras (-Stephenson),18.0,53.0,168.0,AUS,Swimming,F
Karen Narelle Moras (-Senior),16.0,54.0,170.0,AUS,Swimming,F
John Michael Morbey,25.0,77.0,184.0,GBR,Athletics,M
"Albert Richmond ""Boo"" Morcom",27.0,66.0,177.0,USA,Athletics,M
Janet Theresa Moreau (-Stone),24.0,62.0,170.0,USA,Athletics,F
Brenda Louise Morehead,18.0,54.0,162.0,USA,Athletics,F
Jos Geraldo da Costa Moreira Filho,26.0,72.0,178.0,BRA,Swimming,M
Jos Carlos Gomes Moreira,24.0,76.0,172.0,BRA,Athletics,M
Marcia Helen Morey,20.0,66.0,175.0,USA,Swimming,F
David Morgan,22.0,82.0,184.0,AUS,Swimming,M
Gary F. Morgan,28.0,74.0,188.0,USA,Athletics,M
Melissa Morgan,19.0,62.0,176.0,AUS,Swimming,F
Sandra Anne Morgan (-Beavis),14.0,67.0,167.0,AUS,Swimming,F
Sandra Anne Morgan (-Beavis),18.0,67.0,167.0,AUS,Swimming,F
Shona Morgan,17.0,49.0,158.0,AUS,Gymnastics,F
Chiharu Mori,14.0,45.0,153.0,JPN,Swimming,F
Chinatsu Mori,24.0,92.0,169.0,JPN,Athletics,F
Mieko Mori,22.0,43.0,151.0,JPN,Gymnastics,F
Minori Mori,26.0,67.0,160.0,JPN,Athletics,F
Satoshi Mori,23.0,85.0,191.0,JPN,Basketball,M
Satoshi Mori,27.0,85.0,191.0,JPN,Basketball,M
Takahiro Mori,24.0,74.0,176.0,JPN,Swimming,M
Akiko Morigami,24.0,57.0,167.0,JPN,Tennis,F
Yoshio Morikawa,30.0,68.0,180.0,JPN,Athletics,M
Mamoru Morimoto,25.0,67.0,176.0,JPN,Athletics,M
Sachiko Morimura,16.0,41.0,155.0,JPN,Gymnastics,F
Masaki Morinaga,20.0,64.0,175.0,JPN,Athletics,M
Masaki Morinaga,28.0,64.0,175.0,JPN,Athletics,M
Maiko Morio,17.0,34.0,140.0,JPN,Gymnastics,F
Maiko Morio,21.0,34.0,140.0,JPN,Gymnastics,F
Koichiro Morioka,23.0,69.0,185.0,JPN,Athletics,M
Koichiro Morioka,27.0,69.0,185.0,JPN,Athletics,M
Koichiro Morioka,31.0,69.0,185.0,JPN,Athletics,M
Koichi Morishita,24.0,54.0,165.0,JPN,Athletics,M
Satoko Morishita,14.0,49.0,159.0,JPN,Swimming,F
Shinji Morisue,27.0,66.0,170.0,JPN,Gymnastics,M
Ayumi Morita,18.0,56.0,165.0,JPN,Tennis,F
Hisao Morita,25.0,64.0,170.0,JPN,Athletics,M
Tomomi Morita,19.0,68.0,169.0,JPN,Swimming,M
Tomomi Morita,23.0,68.0,169.0,JPN,Swimming,M
Yoshiko Morizane,16.0,48.0,150.0,JPN,Swimming,F
"Susan Anita Jayne ""Sue"" Morley (-Chick)",24.0,57.0,168.0,GBR,Athletics,F
H. Kay Morley-Brown,29.0,60.0,167.0,GBR,Athletics,F
Lisa Moro,15.0,33.0,138.0,AUS,Gymnastics,F
Fumihiko Moroyama,21.0,78.0,186.0,JPN,Basketball,M
Andrew J. Morris,22.0,65.0,168.0,GBR,Gymnastics,M
Andrew J. Morris,26.0,65.0,168.0,GBR,Gymnastics,M
Glenn Edward Morris,24.0,84.0,188.0,USA,Athletics,M
Peter Morris,18.0,72.0,182.0,GBR,Swimming,M
"Ronald Hugh ""Ron"" Morris",25.0,70.0,178.0,USA,Athletics,M
Sandi Morris,24.0,62.0,173.0,USA,Athletics,F
Tracey Anne Morris (Jones-),36.0,53.0,170.0,GBR,Athletics,F
Melissa Renee Morrison (-Howard),29.0,56.0,164.0,USA,Athletics,F
Melissa Renee Morrison (-Howard),33.0,56.0,164.0,USA,Athletics,F
Phillip Cameron,23.0,84.0,189.0,BRA,Swimming,M
"Thomas Patrick ""Tom"" Morrissey",19.0,69.0,181.0,USA,Athletics,M
Bobby Joe Morrow,21.0,75.0,186.0,USA,Athletics,M
Brett Morse,23.0,110.0,190.0,GBR,Athletics,M
"Daniel ""Danny"" Morseu",21.0,95.0,193.0,AUS,Basketball,M
"Daniel ""Danny"" Morseu",25.0,95.0,193.0,AUS,Basketball,M
Jay Paul Mortenson,21.0,86.0,190.0,USA,Swimming,M
"John Eggart ""Jack"" Mortland",29.0,61.0,180.0,USA,Athletics,M
"John William ""Jack"" Morton",29.0,65.0,171.0,GBR,Athletics,M
"Leslie ""Les"" Morton",30.0,64.0,170.0,GBR,Athletics,M
"Leslie ""Les"" Morton",34.0,64.0,170.0,GBR,Athletics,M
Rafael Motta Bacllo Msca,22.0,80.0,182.0,BRA,Swimming,M
Carol Jean L. Moseke (-Frost),23.0,68.0,170.0,USA,Athletics,F
"Glenn Edward ""Ed"" Moses",20.0,78.0,180.0,USA,Swimming,M
Edwin Corley Moses,20.0,72.0,186.0,USA,Athletics,M
Edwin Corley Moses,28.0,72.0,186.0,USA,Athletics,M
Edwin Corley Moses,33.0,72.0,186.0,USA,Athletics,M
"Carlos ""Mosquito"" Domingos Massoni",21.0,80.0,178.0,BRA,Basketball,M
"Carlos ""Mosquito"" Domingos Massoni",25.0,80.0,178.0,BRA,Basketball,M
"Carlos ""Mosquito"" Domingos Massoni",29.0,80.0,178.0,BRA,Basketball,M
"Carlos ""Mosquito"" Domingos Massoni",33.0,80.0,178.0,BRA,Basketball,M
Nico Motchebon,26.0,81.0,186.0,GER,Athletics,M
Sanae Motokawa,24.0,65.0,175.0,JPN,Basketball,F
Craig Stuart Mottram,20.0,71.0,188.0,AUS,Athletics,M
Craig Stuart Mottram,24.0,71.0,188.0,AUS,Athletics,M
Craig Stuart Mottram,28.0,71.0,188.0,AUS,Athletics,M
Craig Stuart Mottram,32.0,71.0,188.0,AUS,Athletics,M
Brock William Motum,25.0,107.0,208.0,AUS,Basketball,M
Fay R. Moulton,28.0,70.0,175.0,USA,Athletics,M
Fay R. Moulton,30.0,70.0,175.0,USA,Athletics,M
"Franklin Pierce ""Frank"" Mount Pleasant, Jr.",23.0,82.0,188.0,USA,Athletics,M
Edgar Donald Mountain,19.0,60.0,167.0,GBR,Athletics,M
Edgar Donald Mountain,23.0,60.0,167.0,GBR,Athletics,M
Alonzo Harding Mourning,30.0,117.0,206.0,USA,Basketball,M
"Mervyn Charles ""Merv"" Moy",26.0,85.0,183.0,AUS,Basketball,M
Mu Lati,20.0,70.0,179.0,CHN,Swimming,M
"Earl Max ""Arlie"" Mucks",20.0,117.0,191.0,USA,Athletics,M
Barbara Ann Mueller,23.0,57.0,170.0,USA,Athletics,F
"Melissa M. ""Mel"" Mueller",27.0,66.0,178.0,USA,Athletics,F
Yvonne Daphne Mugridge (-Arnold),19.0,49.0,157.0,GBR,Gymnastics,F
Dalilah Muhammad,26.0,55.0,173.0,USA,Athletics,F
Laura Muir,23.0,49.0,161.0,GBR,Athletics,F
John William Mulhall,22.0,62.0,165.0,GBR,Gymnastics,M
John William Mulhall,26.0,62.0,165.0,GBR,Gymnastics,M
Gael Patricia Mulhall-Martin,23.0,98.0,175.0,AUS,Athletics,F
Gael Patricia Mulhall-Martin,27.0,98.0,175.0,AUS,Athletics,F
"Kimberly Duane ""Kim"" Mulkey (-Robertson-)",22.0,57.0,162.0,USA,Basketball,F
"Philip Roy ""Phil"" Mulkey",27.0,75.0,178.0,USA,Athletics,M
Elisabeth Clara Mller (-Gonalves),22.0,69.0,176.0,BRA,Athletics,F
Emil Joseph Muller,21.0,90.0,190.0,USA,Athletics,M
Frank Mller,24.0,78.0,193.0,GER,Athletics,M
Frank Mller,28.0,78.0,193.0,GER,Athletics,M
"Alfred ""Fredy"" Mller",22.0,67.0,174.0,GER,Athletics,M
Harold Powers Muller,18.0,86.0,185.0,USA,Athletics,M
Hermann Mller,21.0,52.0,165.0,GER,Athletics,M
Laura Mller,20.0,58.0,172.0,GER,Athletics,F
Ludwig Mller,28.0,70.0,173.0,GER,Athletics,M
Nadine Mller,26.0,94.0,193.0,GER,Athletics,F
Nadine Mller,30.0,94.0,193.0,GER,Athletics,F
Wolfram Mller,23.0,68.0,191.0,GER,Athletics,M
"Robert William ""Rob"" Mullett",29.0,64.0,178.0,GBR,Athletics,M
"William Danforth ""Bill"" Mulliken",20.0,83.0,189.0,USA,Swimming,M
"Christopher Paul ""Chris"" Mullin",20.0,98.0,200.0,USA,Basketball,M
"Christopher Paul ""Chris"" Mullin",28.0,98.0,200.0,USA,Basketball,M
Joanne Carol Mulliner,22.0,68.0,175.0,GBR,Athletics,F
"Jeffrey Vincent ""Jeff"" Mullins",22.0,86.0,192.0,USA,Basketball,M
Irina Sabrina Mulrain,22.0,63.0,174.0,GER,Athletics,F
Colleen Yvonne Mulvihill,16.0,46.0,160.0,USA,Gymnastics,F
Markus Mnch,26.0,130.0,207.0,GER,Athletics,M
Kirsten Mnchow (-Klose-),23.0,75.0,172.0,GER,Athletics,F
Melissa Munro,16.0,43.0,154.0,AUS,Gymnastics,F
Diana Marie Munz (-DePetro),18.0,56.0,162.0,USA,Swimming,F
Diana Marie Munz (-DePetro),22.0,56.0,162.0,USA,Swimming,F
Chikako Murakami,25.0,57.0,165.0,JPN,Basketball,F
Mai Murakami,19.0,48.0,146.0,JPN,Gymnastics,F
Tadashi Murakami,23.0,51.0,176.0,JPN,Athletics,M
Yukifumi Murakami,24.0,93.0,186.0,JPN,Athletics,M
Yukifumi Murakami,28.0,93.0,186.0,JPN,Athletics,M
Yukifumi Murakami,32.0,93.0,186.0,JPN,Athletics,M
Yukito Muraki,23.0,67.0,173.0,JPN,Athletics,M
Yukito Muraki,27.0,67.0,173.0,JPN,Athletics,M
Kohei Murakoso,30.0,50.0,165.0,JPN,Athletics,M
Kota Murayama,23.0,52.0,174.0,JPN,Athletics,M
Ira James Murchison,23.0,65.0,165.0,USA,Athletics,M
Loren Murchison,21.0,68.0,174.0,USA,Athletics,M
Loren Murchison,25.0,68.0,174.0,USA,Athletics,M
Ross Murdoch,22.0,76.0,183.0,GBR,Swimming,M
Fabiana de Almeida Murer,27.0,58.0,172.0,BRA,Athletics,F
Fabiana de Almeida Murer,31.0,58.0,172.0,BRA,Athletics,F
Fabiana de Almeida Murer,35.0,58.0,172.0,BRA,Athletics,F
Yojiro Muro,31.0,70.0,175.0,JPN,Athletics,M
Koji Alexander Murofushi,25.0,96.0,187.0,JPN,Athletics,M
Koji Alexander Murofushi,29.0,96.0,187.0,JPN,Athletics,M
Koji Alexander Murofushi,33.0,96.0,187.0,JPN,Athletics,M
Koji Alexander Murofushi,37.0,96.0,187.0,JPN,Athletics,M
Shigenobu Murofushi,26.0,90.0,181.0,JPN,Athletics,M
Shigenobu Murofushi,30.0,90.0,181.0,JPN,Athletics,M
Shigenobu Murofushi,38.0,90.0,181.0,JPN,Athletics,M
Yuka Murofushi,27.0,64.0,170.0,JPN,Athletics,F
Yoshitaka Muroya,22.0,58.0,168.0,JPN,Athletics,M
Yoshitaka Muroya,26.0,58.0,168.0,JPN,Athletics,M
Andrew Raymond James Murphy,26.0,78.0,185.0,AUS,Athletics,M
Andrew Raymond James Murphy,30.0,78.0,185.0,AUS,Athletics,M
Andrew Raymond James Murphy,34.0,78.0,185.0,AUS,Athletics,M
Catherine Ann Murphy,28.0,60.0,173.0,GBR,Athletics,F
Clayton Murphy,21.0,68.0,180.0,USA,Athletics,M
Frank Dwyer Murphy,22.0,62.0,177.0,USA,Athletics,M
John Joseph Murphy,19.0,88.0,196.0,USA,Swimming,M
John Leonard Murphy,25.0,68.0,180.0,USA,Athletics,M
Maureen Elizabeth Murphy,17.0,77.0,178.0,USA,Swimming,F
Miles Murphy,21.0,75.0,185.0,AUS,Athletics,M
Patrick Murphy,20.0,88.0,190.0,AUS,Swimming,M
Patrick Murphy,24.0,88.0,190.0,AUS,Swimming,M
Ryan Murphy,21.0,91.0,191.0,USA,Swimming,M
"Thomas Joseph ""Tom"" Murphy",24.0,77.0,183.0,USA,Athletics,M
"Andrew Barron ""Andy"" Murray",21.0,83.0,190.0,GBR,Tennis,M
"Andrew Barron ""Andy"" Murray",25.0,83.0,190.0,GBR,Tennis,M
"Andrew Barron ""Andy"" Murray",29.0,83.0,190.0,GBR,Tennis,M
Alistair Fergus Murray,22.0,66.0,179.0,GBR,Athletics,M
"Frederic Seymour ""Fred"" Murray",25.0,66.0,180.0,USA,Athletics,M
Freya Murray (-Ross),28.0,44.0,158.0,GBR,Athletics,F
"James Robert ""Jamie"" Murray",22.0,82.0,190.0,GBR,Tennis,M
"James Robert ""Jamie"" Murray",26.0,82.0,190.0,GBR,Tennis,M
"James Robert ""Jamie"" Murray",30.0,82.0,190.0,GBR,Tennis,M
Sharna Murray,19.0,46.0,152.0,GBR,Gymnastics,F
Yvonne Carol Grace Murray (-Mooney),23.0,50.0,170.0,GBR,Athletics,F
Yvonne Carol Grace Murray (-Mooney),27.0,50.0,170.0,GBR,Athletics,F
Donna-Marie Louise Murray-Hartley (-Wass),17.0,55.0,170.0,GBR,Athletics,F
Donna-Marie Louise Murray-Hartley (-Wass),21.0,55.0,170.0,GBR,Athletics,F
Donna-Marie Louise Murray-Hartley (-Wass),25.0,55.0,170.0,GBR,Athletics,F
"Marcus Paul ""Mark"" Murro",19.0,98.0,183.0,USA,Athletics,M
Yvonne Musik,18.0,48.0,163.0,GER,Gymnastics,F
"Robert Stanley ""Rob"" Muzzio",28.0,91.0,188.0,USA,Athletics,M
Carl Andrew Myerscough,32.0,160.0,208.0,GBR,Athletics,M
John Cary Mykkanen,17.0,66.0,180.0,USA,Swimming,M
"Lawrence Ellwyne ""Larry"" Myricks",20.0,82.0,186.0,USA,Athletics,M
"Lawrence Ellwyne ""Larry"" Myricks",28.0,82.0,186.0,USA,Athletics,M
"Lawrence Ellwyne ""Larry"" Myricks",32.0,82.0,186.0,USA,Athletics,M
John Phillips Naber,20.0,88.0,198.0,USA,Swimming,M
Gnter Nachtigall,30.0,65.0,167.0,GER,Gymnastics,M
Flvia Nadalutti,15.0,56.0,166.0,BRA,Swimming,F
"Alexander Michael ""Alex"" Naddour",25.0,70.0,170.0,USA,Gymnastics,M
Hironobu Nagahata,19.0,65.0,177.0,JPN,Swimming,M
Jun Nagai,24.0,59.0,171.0,JPN,Athletics,M
Tomoko Nagai,23.0,55.0,166.0,JPN,Swimming,F
Saburo Nagao,21.0,71.0,175.0,JPN,Athletics,M
Moeko Nagaoka,22.0,73.0,177.0,JPN,Basketball,F
Hiroko Nagasaki,16.0,60.0,169.0,JPN,Swimming,F
Hiroko Nagasaki,20.0,60.0,169.0,JPN,Swimming,F
Mutsuko Nagata,19.0,73.0,178.0,JPN,Basketball,F
Mutsuko Nagata,27.0,73.0,178.0,JPN,Basketball,F
Juichi Nagatani,25.0,49.0,161.0,JPN,Athletics,M
Kyoko Nagatsuka,22.0,57.0,166.0,JPN,Tennis,F
"Bethanie Anne ""Beth"" Nail (-Kearney)",20.0,57.0,168.0,AUS,Athletics,F
Paul Charles Naisby,17.0,65.0,180.0,GBR,Swimming,M
Paul Charles Naisby,21.0,65.0,180.0,GBR,Swimming,M
Masato Naito,24.0,75.0,185.0,JPN,Athletics,M
Masato Naito,28.0,75.0,185.0,JPN,Athletics,M
Yasuo Naito,21.0,53.0,164.0,JPN,Athletics,M
Masami Nakabo,19.0,66.0,171.0,JPN,Swimming,M
Kiyoe Nakagawa,17.0,54.0,163.0,JPN,Swimming,F
Isao Nakajima,23.0,70.0,172.0,JPN,Swimming,M
Itaro Nakajima,21.0,61.0,160.0,JPN,Athletics,M
Chikako Nakamori,17.0,55.0,165.0,JPN,Swimming,F
Chikako Nakamori,21.0,55.0,165.0,JPN,Swimming,F
Kentaro Nakamoto,29.0,58.0,173.0,JPN,Athletics,M
Akihiko Nakamura,21.0,73.0,180.0,JPN,Athletics,M
Akihiko Nakamura,25.0,73.0,180.0,JPN,Athletics,M
Katsumi Nakamura,22.0,75.0,183.0,JPN,Swimming,M
Kunihiko Nakamura,25.0,77.0,188.0,JPN,Basketball,M
Mai Nakamura,17.0,67.0,170.0,JPN,Swimming,F
Mai Nakamura,21.0,67.0,170.0,JPN,Swimming,F
Reiko Nakamura,22.0,55.0,166.0,JPN,Swimming,F
Reiko Nakamura,26.0,55.0,166.0,JPN,Swimming,F
Yurika Nakamura,22.0,48.0,166.0,JPN,Athletics,F
Taniko Nakamura-Mitsukuri,21.0,50.0,158.0,JPN,Gymnastics,F
Taniko Nakamura-Mitsukuri,25.0,50.0,158.0,JPN,Gymnastics,F
"Toyoko ""Ko"" Nakamura-Yoshino",16.0,54.0,159.0,JPN,Athletics,F
"Toyoko ""Ko"" Nakamura-Yoshino",32.0,54.0,159.0,JPN,Athletics,F
"Toyoko ""Ko"" Nakamura-Yoshino",36.0,54.0,159.0,JPN,Athletics,F
Yuko Nakanishi,19.0,54.0,165.0,JPN,Swimming,F
Yuko Nakanishi,23.0,54.0,165.0,JPN,Swimming,F
Yuko Nakanishi,27.0,54.0,165.0,JPN,Swimming,F
Ayako Nakano,15.0,57.0,170.0,JPN,Swimming,F
Ayako Nakano,19.0,57.0,170.0,JPN,Swimming,F
Daisuke Nakano,21.0,58.0,163.0,JPN,Gymnastics,M
Hiroyuki Nakano,23.0,67.0,173.0,JPN,Athletics,M
Satoru Nakano,17.0,82.0,178.0,JPN,Swimming,M
Satoru Nakano,21.0,82.0,178.0,JPN,Swimming,M
Takashi Nakano,24.0,64.0,173.0,JPN,Swimming,M
Tsutomu Nakano,18.0,78.0,183.0,JPN,Swimming,M
Miki Nakao,18.0,48.0,162.0,JPN,Swimming,F
Miki Nakao,22.0,48.0,162.0,JPN,Swimming,F
Takuya Nakase,25.0,64.0,165.0,JPN,Gymnastics,M
Yuki Nakata,27.0,55.0,167.0,JPN,Athletics,F
Katsuhiko Nakaya,23.0,70.0,178.0,BRA,Athletics,M
Katsuhiko Nakaya,27.0,70.0,178.0,BRA,Athletics,M
Akinori Nakayama,25.0,59.0,163.0,JPN,Gymnastics,M
Akinori Nakayama,29.0,59.0,163.0,JPN,Gymnastics,M
Takeyuki Nakayama,28.0,57.0,180.0,JPN,Athletics,M
Takeyuki Nakayama,32.0,57.0,180.0,JPN,Athletics,M
Nadia Anita Louise Nall (-Richesson),16.0,56.0,165.0,USA,Swimming,F
Keiko Namai (-Imano),24.0,60.0,162.0,JPN,Basketball,F
Eric John Namesnik,21.0,78.0,185.0,USA,Swimming,M
Eric John Namesnik,25.0,78.0,185.0,USA,Swimming,M
Shoryu (Sung-Yong) Nan (Nam),23.0,56.0,165.0,JPN,Athletics,M
Yuriko Nanahara,16.0,45.0,158.0,JPN,Gymnastics,F
Chuhei Nanbu,23.0,67.0,170.0,JPN,Athletics,M
Chuhei Nanbu,28.0,67.0,170.0,JPN,Athletics,M
"George William ""Bill"" Nankeville",23.0,65.0,177.0,GBR,Athletics,M
"George William ""Bill"" Nankeville",27.0,65.0,177.0,GBR,Athletics,M
Ryan Napoleon,22.0,84.0,187.0,AUS,Swimming,M
Setsuo Nara,19.0,68.0,175.0,JPN,Basketball,M
Setsuo Nara,23.0,68.0,175.0,JPN,Basketball,M
Setsuo Nara,27.0,68.0,175.0,JPN,Basketball,M
Kenji Narisako,24.0,74.0,185.0,JPN,Athletics,M
Mrcia Narloch,23.0,42.0,153.0,BRA,Athletics,F
Mrcia Narloch,27.0,42.0,153.0,BRA,Athletics,F
Mrcia Narloch,35.0,42.0,153.0,BRA,Athletics,F
Paul Andrew Narracott,24.0,72.0,182.0,AUS,Athletics,M
"LeShundra ""DeDee"" Nathan",32.0,75.0,180.0,USA,Athletics,F
Manfred Naumann,31.0,66.0,175.0,GER,Athletics,M
Martina Navratilova (ubertov- ),47.0,68.0,172.0,USA,Tennis,F
Meagen Marree Nay,19.0,62.0,174.0,AUS,Swimming,F
Meagen Marree Nay,23.0,62.0,174.0,AUS,Swimming,F
Robert John Nay,15.0,70.0,177.0,AUS,Swimming,M
Lee Michelle Naylor,25.0,58.0,166.0,AUS,Athletics,F
Lee Michelle Naylor,29.0,58.0,166.0,AUS,Athletics,F
Mark Naylor,22.0,78.0,186.0,GBR,Athletics,M
Mark Naylor,26.0,78.0,186.0,GBR,Athletics,M
Lia Neal,17.0,75.0,178.0,USA,Swimming,F
Lia Neal,21.0,75.0,178.0,USA,Swimming,F
McClinton Earl Neal,24.0,88.0,193.0,USA,Athletics,M
Ian G. Neale,21.0,70.0,180.0,GBR,Gymnastics,M
Leah Neale,21.0,66.0,173.0,AUS,Swimming,F
Gail Neall (-Yeoh),17.0,52.0,163.0,AUS,Swimming,F
Karl Neckermann,25.0,70.0,177.0,GER,Athletics,M
Travis Nederpelt,19.0,75.0,184.0,AUS,Swimming,M
Travis Nederpelt,23.0,75.0,184.0,AUS,Swimming,M
Penny Lou Neer,31.0,75.0,183.0,USA,Athletics,F
Doris Anita Neil,18.0,55.0,163.0,GBR,Athletics,F
Doris Anita Neil,22.0,55.0,163.0,GBR,Athletics,F
Jade Neilsen,21.0,70.0,175.0,AUS,Swimming,F
"Sandra Lynn ""Sandy"" Neilson (-Bell)",16.0,63.0,173.0,USA,Swimming,F
Kathrin Neimke,26.0,91.0,180.0,GER,Athletics,F
Kathrin Neimke,30.0,91.0,180.0,GER,Athletics,F
Daryll Saskia Neita,19.0,61.0,172.0,GBR,Athletics,F
Bryshon Lorenzo Nellum,23.0,80.0,183.0,USA,Athletics,M
Adam McCright Nelson,25.0,120.0,183.0,USA,Athletics,M
Adam McCright Nelson,29.0,120.0,183.0,USA,Athletics,M
Adam McCright Nelson,33.0,120.0,183.0,USA,Athletics,M
"William Andrew ""Billy"" Nelson",23.0,55.0,165.0,USA,Athletics,M
Ella Nelson,22.0,58.0,169.0,AUS,Athletics,F
Frank Thayer Nelson,24.0,63.0,170.0,USA,Athletics,M
"Herman Gordon ""Herm"" Nelson",30.0,77.0,183.0,USA,Athletics,M
"Herman Gordon ""Herm"" Nelson",34.0,77.0,183.0,USA,Athletics,M
Jack Weyman Nelson,25.0,73.0,162.0,USA,Swimming,M
John Maurer Nelson,16.0,66.0,178.0,USA,Swimming,M
John Maurer Nelson,20.0,66.0,178.0,USA,Swimming,M
Lynn Marie Nelson,26.0,57.0,176.0,USA,Athletics,F
Van Arthur Nelson,22.0,61.0,178.0,USA,Athletics,M
Maybyner Nen,29.0,113.0,211.0,BRA,Basketball,M
Maybyner Nen,33.0,113.0,211.0,BRA,Basketball,M
Petra Nerger,19.0,62.0,173.0,GER,Swimming,F
"Stefanie ""Steffi"" Nerius",24.0,72.0,178.0,GER,Athletics,F
"Stefanie ""Steffi"" Nerius",28.0,72.0,178.0,GER,Athletics,F
"Stefanie ""Steffi"" Nerius",32.0,72.0,178.0,GER,Athletics,F
"Stefanie ""Steffi"" Nerius",36.0,72.0,178.0,GER,Athletics,F
Richard David Nerurkar,28.0,64.0,178.0,GBR,Athletics,M
Richard David Nerurkar,32.0,64.0,178.0,GBR,Athletics,M
Joan E. Nesbit (-Mabe),34.0,45.0,155.0,USA,Athletics,F
"Mildrette Netter (-Bell, -Graves)",20.0,51.0,158.0,USA,Athletics,F
"Mildrette Netter (-Bell, -Graves)",24.0,51.0,158.0,USA,Athletics,F
Jana Neubert,19.0,50.0,167.0,GER,Athletics,F
William Neufeld,23.0,91.0,188.0,USA,Athletics,M
Arnd Neuhaus,24.0,100.0,202.0,GER,Basketball,M
Nadine Bernadette Neumann,20.0,58.0,166.0,AUS,Swimming,F
Otto Neumann,25.0,71.0,178.0,GER,Athletics,M
David Neville,24.0,77.0,193.0,USA,Athletics,M
"Frederick Vaughn ""Fred"" Newhouse",27.0,68.0,175.0,USA,Athletics,M
"Bradley ""Brad"" Newley",23.0,88.0,199.0,AUS,Basketball,M
"Bradley ""Brad"" Newley",27.0,88.0,199.0,AUS,Basketball,M
Maxine Claire Newman,21.0,48.0,160.0,GBR,Athletics,F
Shelley Jean Newman (Drew-),31.0,87.0,182.0,GBR,Athletics,F
Arthur Lewis Newton,17.0,51.0,160.0,USA,Athletics,M
Arthur Lewis Newton,21.0,51.0,160.0,USA,Athletics,M
