name,age,weight,height,noc,sport,sex
Margaret Ann Bailes (Johnson-),17.0,65.0,170.0,USA,Athletics,F
"James John ""Jim"" Bailey",27.0,69.0,178.0,AUS,Athletics,M
Emmanuel McDonald Bailey,27.0,65.0,180.0,GBR,Athletics,M
Emmanuel McDonald Bailey,31.0,65.0,180.0,GBR,Athletics,M
Michael Bailey,24.0,77.0,186.0,GBR,Swimming,M
Ryan Bailey,23.0,82.0,193.0,USA,Athletics,M
Shireen Bailey (Hassan-),28.0,56.0,173.0,GBR,Athletics,F
Tavis Bailey,24.0,125.0,191.0,USA,Athletics,M
Angie Lee Bainbridge,18.0,67.0,181.0,AUS,Swimming,F
Angie Lee Bainbridge,22.0,67.0,181.0,AUS,Swimming,F
RaNae Jean Bair (-Seaman),21.0,64.0,180.0,USA,Athletics,F
RaNae Jean Bair (-Seaman),25.0,64.0,180.0,USA,Athletics,F
"Donald George ""Don"" Baird",25.0,69.0,176.0,AUS,Athletics,M
George Hetzel Baird,21.0,66.0,175.0,USA,Athletics,M
"Malcolm David ""Mal"" Baird",24.0,74.0,185.0,AUS,Athletics,M
Cameron David Bairstow,25.0,118.0,206.0,AUS,Basketball,M
Pamela Bairstow,18.0,65.0,170.0,GBR,Swimming,F
Bevyn H. Baker,23.0,70.0,175.0,AUS,Athletics,M
Brian Richard Baker,31.0,77.0,191.0,USA,Tennis,M
"Christopher Edwin ""Chris"" Baker",25.0,80.0,194.0,GBR,Athletics,M
Benjamin Howard Baker,20.0,89.0,190.0,GBR,Athletics,M
Benjamin Howard Baker,28.0,89.0,190.0,GBR,Athletics,M
Kathleen Baker,19.0,68.0,173.0,USA,Swimming,F
Keshia Chantay Baker (-Kirtz),24.0,62.0,170.0,USA,Athletics,F
Lorraine Baker (-Strain),20.0,46.0,160.0,GBR,Athletics,F
Lorraine Baker (-Strain),28.0,46.0,160.0,GBR,Athletics,F
Simon Francis Baker,26.0,70.0,186.0,AUS,Athletics,M
Simon Francis Baker,30.0,70.0,186.0,AUS,Athletics,M
Simon Francis Baker,34.0,70.0,186.0,AUS,Athletics,M
Simon Francis Baker,38.0,70.0,186.0,AUS,Athletics,M
Walter Thane Baker,20.0,72.0,183.0,USA,Athletics,M
Walter Thane Baker,25.0,72.0,183.0,USA,Athletics,M
"Vincent Lamont ""Vin"" Baker",28.0,109.0,207.0,USA,Basketball,M
Sean Michael Baldock,23.0,73.0,173.0,GBR,Athletics,M
Sean Michael Baldock,27.0,73.0,173.0,GBR,Athletics,M
Hugo Balduino de Sousa,29.0,74.0,187.0,BRA,Athletics,M
"Robert William ""Rob"" Bale",22.0,69.0,174.0,GBR,Swimming,M
Kirsty Balfour (-Kettles),20.0,61.0,173.0,GBR,Swimming,F
Kirsty Balfour (-Kettles),24.0,61.0,173.0,GBR,Swimming,F
Jrg Balke,24.0,68.0,177.0,GER,Athletics,M
"Catherine Northcutt ""Catie"" Ball (-Condon)",17.0,58.0,170.0,USA,Swimming,F
Robert John Ballard,23.0,77.0,187.0,AUS,Athletics,M
Erik Balnuweit,23.0,80.0,189.0,GER,Athletics,M
"Vesmonis ""Ves"" Balodis",23.0,48.0,163.0,AUS,Athletics,M
Elena Baltacha,28.0,70.0,175.0,GBR,Tennis,F
"Samuel J. ""Sam"" Balter, Jr.",26.0,68.0,178.0,USA,Basketball,M
Falk Balzer,26.0,80.0,189.0,GER,Athletics,M
"William Augustus ""Willie"" Banks, III",28.0,77.0,190.0,USA,Athletics,M
"William Augustus ""Willie"" Banks, III",32.0,77.0,190.0,USA,Athletics,M
"Lawrence Shyres ""Larry"" Banner",24.0,69.0,180.0,USA,Gymnastics,M
"Lawrence Shyres ""Larry"" Banner",28.0,69.0,180.0,USA,Gymnastics,M
Jarrod Bannister,23.0,100.0,190.0,AUS,Athletics,M
Jarrod Bannister,27.0,100.0,190.0,AUS,Athletics,M
"Jeffrey Granville ""Jeff"" Bannister",26.0,93.0,191.0,USA,Athletics,M
Roger Gilbert Bannister,23.0,70.0,187.0,GBR,Athletics,M
Kuniko Banno,19.0,56.0,167.0,JPN,Swimming,F
Ralph Banthorpe,19.0,63.0,174.0,GBR,Athletics,M
"Michael Allen ""Mike"" Bantom",20.0,93.0,203.0,USA,Basketball,M
"Kenneth Owens ""Ken"" Bantum",21.0,106.0,198.0,USA,Athletics,M
Joan Jeanetta Baptiste,24.0,61.0,170.0,GBR,Athletics,F
Kirk Renaud Baptiste,22.0,79.0,184.0,USA,Athletics,M
Paula Baracho Rosas Ribeiro,23.0,66.0,180.0,BRA,Swimming,F
"Ronald S. ""Ron"" Barak",21.0,64.0,170.0,USA,Gymnastics,M
"Richard Alvah ""Dick"" Barber",22.0,82.0,180.0,USA,Athletics,M
"Lawrence Edward ""Larry"" Barbiere",17.0,84.0,188.0,USA,Swimming,M
Henrique Ribeiro Marques Barbosa,24.0,84.0,195.0,BRA,Swimming,M
Henrique Ribeiro Marques Barbosa,28.0,84.0,195.0,BRA,Swimming,M
Jade Fernandes Barbosa,17.0,45.0,151.0,BRA,Gymnastics,F
Jade Fernandes Barbosa,25.0,45.0,151.0,BRA,Gymnastics,F
Jos Luz Zequinha Barbosa,23.0,68.0,184.0,BRA,Athletics,M
Jos Luz Zequinha Barbosa,27.0,68.0,184.0,BRA,Athletics,M
Jos Luz Zequinha Barbosa,31.0,68.0,184.0,BRA,Athletics,M
Jos Luz Zequinha Barbosa,35.0,68.0,184.0,BRA,Athletics,M
Leandro Mateus Barbosa,29.0,97.0,194.0,BRA,Basketball,M
Leandro Mateus Barbosa,33.0,97.0,194.0,BRA,Basketball,M
"Raymond James ""Ray"" Barbuti",22.0,82.0,183.0,USA,Athletics,M
"Clifford Eugene ""Cliff"" Barker",27.0,84.0,188.0,USA,Basketball,M
Charles Wade Barkley,29.0,114.0,198.0,USA,Basketball,M
Charles Wade Barkley,33.0,114.0,198.0,USA,Basketball,M
Jane Louise Barkman (-Brown),17.0,61.0,169.0,USA,Swimming,F
Jane Louise Barkman (-Brown),20.0,61.0,169.0,USA,Swimming,F
"Donald Argee ""Don"" Barksdale",25.0,91.0,198.0,USA,Basketball,M
Sharrieffa Finninninchirrir Barksdale (-Blair),23.0,54.0,162.0,USA,Athletics,F
David Barlow,24.0,97.0,205.0,AUS,Basketball,M
David Barlow,28.0,97.0,205.0,AUS,Basketball,M
"Arthur ""Art"" Barnard",23.0,77.0,180.0,USA,Athletics,M
Susan Barnard,15.0,65.0,178.0,GBR,Swimming,F
Harrison Bryce Jordan Barnes,24.0,102.0,203.0,USA,Basketball,M
"Velvet James ""Jim"" Barnes",23.0,109.0,201.0,USA,Basketball,M
Jo-Anne Barnes,13.0,54.0,161.0,AUS,Swimming,F
John Baird Barnes,22.0,72.0,183.0,USA,Athletics,M
"Lee Stratford Barnes, Jr.",17.0,68.0,173.0,USA,Athletics,M
"Lee Stratford Barnes, Jr.",21.0,68.0,173.0,USA,Athletics,M
"Elizabeth Ann ""Liz"" Barnes (-La Ban)",24.0,54.0,163.0,GBR,Athletics,F
"Eric Randolph ""Randy"" Barnes",22.0,132.0,195.0,USA,Athletics,M
"Eric Randolph ""Randy"" Barnes",30.0,132.0,195.0,USA,Athletics,M
Leonora Lacy Barnes-Mileham,31.0,70.0,165.0,USA,Athletics,F
"Michael H. ""Mike"" Barnett",31.0,104.0,186.0,USA,Athletics,M
"Anthony ""Tony"" Barnett",23.0,86.0,198.0,AUS,Basketball,M
Helen Catherine Barnett-Burkart,26.0,62.0,170.0,GBR,Athletics,F
"Bradley N. ""Brad"" Barquist",28.0,62.0,183.0,USA,Athletics,M
"Elizabeth Cynthia ""Beth"" Barr (-Isaak)",16.0,60.0,178.0,USA,Swimming,F
Bronte Amelia Arnold Barratt,19.0,59.0,171.0,AUS,Swimming,F
Bronte Amelia Arnold Barratt,23.0,59.0,171.0,AUS,Swimming,F
Bronte Amelia Arnold Barratt,27.0,59.0,171.0,AUS,Swimming,F
Brigetta LaShea Barrett,21.0,64.0,183.0,USA,Athletics,F
Gerard Barrett,23.0,66.0,174.0,AUS,Athletics,M
"Michael Thomas ""Mike"" Barrett",25.0,73.0,188.0,USA,Basketball,M
"Edward ""Ned"" Barrett",30.0,99.0,185.0,GBR,Athletics,M
Francisco Carlos Barretto Jnior,26.0,72.0,175.0,BRA,Gymnastics,M
"James Archibald Barrineau, Jr.",21.0,70.0,190.0,USA,Athletics,M
"Jennifer Mae ""Jenny"" Barringer-Simpson",21.0,53.0,166.0,USA,Athletics,F
"Jennifer Mae ""Jenny"" Barringer-Simpson",25.0,53.0,166.0,USA,Athletics,F
"Jennifer Mae ""Jenny"" Barringer-Simpson",29.0,53.0,166.0,USA,Athletics,F
"Harold Earl ""Hal"" Barron",25.0,64.0,183.0,USA,Athletics,M
Trevor Barron,19.0,73.0,191.0,USA,Athletics,M
"Michael Ray ""Mike"" Barrowman",19.0,75.0,180.0,USA,Swimming,M
"Michael Ray ""Mike"" Barrowman",23.0,75.0,180.0,USA,Swimming,M
"Steven John ""Steve"" Barry",33.0,62.0,170.0,GBR,Athletics,M
Franz Barsicke,31.0,49.0,164.0,GER,Athletics,M
Ralf Bartels,26.0,128.0,186.0,GER,Athletics,M
Ralf Bartels,34.0,128.0,186.0,GER,Athletics,M
"Herbert Otto ""Herb"" Barten",20.0,64.0,178.0,USA,Athletics,M
Hugo Barth,24.0,78.0,176.0,GER,Athletics,M
Mona Barthel,22.0,75.0,185.0,GER,Tennis,F
Bruno Martin Ernst Arthur Bartholome,33.0,48.0,163.0,GER,Athletics,M
William Kenneth Charles Bartlett,23.0,75.0,183.0,USA,Athletics,M
Lee Marion Bartlett,21.0,75.0,183.0,USA,Athletics,M
Lee Marion Bartlett,25.0,75.0,183.0,USA,Athletics,M
Lee Marion Bartlett,29.0,75.0,183.0,USA,Athletics,M
"Terence J. ""Terry"" Bartlett",20.0,71.0,175.0,GBR,Gymnastics,M
"Terence J. ""Terry"" Bartlett",24.0,71.0,175.0,GBR,Gymnastics,M
"Terence J. ""Terry"" Bartlett",28.0,71.0,175.0,GBR,Gymnastics,M
"Erica K. Bartolina (Boren-, -Fraley)",28.0,58.0,165.0,USA,Athletics,F
Maureen Anne Barton-Chitty,20.0,61.0,170.0,GBR,Athletics,F
Maureen Anne Barton-Chitty,24.0,61.0,170.0,GBR,Athletics,F
John Lavers Bartram,23.0,68.0,173.0,AUS,Athletics,M
"Jennifer Ann ""Jenny"" Bartz (-McGillin)",17.0,61.0,171.0,USA,Swimming,F
Adam Edward Basil,29.0,76.0,176.0,AUS,Athletics,M
Estelle Jane Baskerville (-Diehl),17.0,57.0,167.0,USA,Athletics,F
Estelle Jane Baskerville (-Diehl),21.0,57.0,167.0,USA,Athletics,F
Tracy A. Baskin,22.0,77.0,190.0,USA,Athletics,M
"Raymond Henry ""Benny"" Bass",22.0,59.0,167.0,USA,Gymnastics,M
"Alfred Hilborn ""Al"" Bates",23.0,70.0,183.0,USA,Athletics,M
Michael Jeremy Bates,26.0,72.0,180.0,GBR,Tennis,M
Michael Dion Bates,22.0,86.0,180.0,USA,Athletics,M
Suzy Batkovic (-Brown),23.0,89.0,195.0,AUS,Basketball,F
Suzy Batkovic (-Brown),27.0,89.0,195.0,AUS,Basketball,F
Suzy Batkovic (-Brown),31.0,89.0,195.0,AUS,Basketball,F
Daniel Batman,19.0,71.0,171.0,AUS,Athletics,M
"Jane Kimberley ""Kim"" Batten",27.0,57.0,170.0,USA,Athletics,F
"Jane Kimberley ""Kim"" Batten",31.0,57.0,170.0,USA,Athletics,F
Kerry Battersby (-Agg),15.0,52.0,163.0,AUS,Gymnastics,F
Kim-Lars Bauermeister,25.0,56.0,170.0,GER,Athletics,M
"James Steven ""Jamie"" Baulch (Mills-)",23.0,71.0,173.0,GBR,Athletics,M
"James Steven ""Jamie"" Baulch (Mills-)",27.0,71.0,173.0,GBR,Athletics,M
Dieter Baumann,27.0,62.0,178.0,GER,Athletics,M
Dieter Baumann,31.0,62.0,178.0,GER,Athletics,M
Jackie Baumann,20.0,58.0,173.0,GER,Athletics,F
"Suzanne Carol ""Susie"" Baumer (-Ford)",18.0,60.0,168.0,AUS,Swimming,F
"Suzanne Carol ""Susie"" Baumer (-Ford)",22.0,60.0,168.0,AUS,Swimming,F
Albert Artur Bumle,29.0,85.0,181.0,GER,Athletics,M
Otto Burle,25.0,78.0,183.0,GER,Athletics,M
"James Aloysius Bernard ""Jim"" Bausch",26.0,95.0,188.0,USA,Athletics,M
Sebastian Bayer,22.0,79.0,189.0,GER,Athletics,M
Sebastian Bayer,26.0,79.0,189.0,GER,Athletics,M
Kerry Bayliss (-Lindsay),18.0,41.0,157.0,AUS,Gymnastics,F
Aron John Baynes,25.0,115.0,208.0,AUS,Basketball,M
Aron John Baynes,29.0,115.0,208.0,AUS,Basketball,M
"Thomas Applegate ""Tom"" Beach",21.0,54.0,166.0,USA,Gymnastics,M
"Robert ""Bob"" Beamon",22.0,70.0,191.0,USA,Athletics,M
Amanda Ray Beard (-Brown),14.0,59.0,173.0,USA,Swimming,F
Amanda Ray Beard (-Brown),18.0,59.0,173.0,USA,Swimming,F
Amanda Ray Beard (-Brown),22.0,59.0,173.0,USA,Swimming,F
Amanda Ray Beard (-Brown),26.0,59.0,173.0,USA,Swimming,F
Percy Morris Beard,24.0,84.0,193.0,USA,Athletics,M
"Ralph Milton Beard, Jr.",20.0,79.0,178.0,USA,Basketball,M
Joy Wendy Beasley,13.0,54.0,165.0,GBR,Swimming,F
Joy Wendy Beasley,17.0,54.0,165.0,GBR,Swimming,F
"Philip Garth ""Phil"" Beattie",20.0,74.0,178.0,GBR,Athletics,M
"James Tully ""Jim"" Beatty",25.0,58.0,167.0,USA,Athletics,M
"Francis Joseph Edmund ""Frank"" De Beaurepaire",28.0,65.0,170.0,AUS,Swimming,M
"Francis Joseph Edmund ""Frank"" De Beaurepaire",32.0,65.0,170.0,AUS,Swimming,M
"Joshua ""Josh"" Beaver",23.0,70.0,175.0,AUS,Swimming,M
"Walter ""Wally"" Beavers",24.0,59.0,167.0,GBR,Athletics,M
Annika Beck,22.0,59.0,170.0,GER,Tennis,F
Leonie Antonia Beck,19.0,62.0,184.0,GER,Swimming,F
"Lewis William ""Lew"" Beck, Jr.",26.0,75.0,183.0,USA,Basketball,M
Nadine Beckel,27.0,94.0,190.0,GER,Athletics,F
"Matthew ""Matt"" Beckenham",24.0,72.0,182.0,AUS,Athletics,M
Boris Franz Becker,24.0,85.0,192.0,GER,Tennis,M
Karl-Heinz Becker,24.0,58.0,172.0,GER,Athletics,M
Lothar Beckert,25.0,62.0,171.0,GER,Athletics,M
Lothar Beckert,29.0,62.0,171.0,GER,Athletics,M
Julia Kathleen Beckett,22.0,63.0,170.0,GBR,Swimming,F
"Patricia J. ""Pat"" Beckford",23.0,70.0,178.0,GBR,Athletics,F
Amber Gerganiya Beckitt (-Shelley),15.0,59.0,162.0,AUS,Swimming,F
Amber Gerganiya Beckitt (-Shelley),19.0,59.0,162.0,AUS,Swimming,F
"Richard Andrew ""Dick"" Beckner",28.0,64.0,167.0,USA,Gymnastics,M
"John Gilbert ""Jack"" Beckner",22.0,77.0,183.0,USA,Gymnastics,M
"John Gilbert ""Jack"" Beckner",26.0,77.0,183.0,USA,Gymnastics,M
"John Gilbert ""Jack"" Beckner",30.0,77.0,183.0,USA,Gymnastics,M
"Robert Jerold ""Bob"" Beckus",28.0,67.0,175.0,USA,Athletics,M
Paul Becskehazy,23.0,80.0,187.0,BRA,Swimming,M
"Barbara Jane ""B. J."" Bedford (-Miller)",27.0,61.0,172.0,USA,Swimming,F
"David Colin ""Dave"" Bedford",22.0,66.0,183.0,GBR,Athletics,M
"Janice May ""Jan"" Bedford (-Pyke)",19.0,51.0,151.0,AUS,Gymnastics,F
Klaus Beer,21.0,74.0,176.0,GER,Athletics,M
Peggy Beer,22.0,66.0,176.0,GER,Athletics,F
Peggy Beer,26.0,66.0,176.0,GER,Athletics,F
Amy Yoder Begley,30.0,51.0,163.0,USA,Athletics,F
Gunther Behnke,29.0,114.0,221.0,GER,Basketball,M
Pascal Behrenbruch,27.0,94.0,196.0,GER,Athletics,M
"Gertrude ""Traudi"" Beierlein",23.0,58.0,171.0,GER,Swimming,F
Elizabeth Lyon Beisel,15.0,68.0,168.0,USA,Swimming,F
Elizabeth Lyon Beisel,19.0,68.0,168.0,USA,Swimming,F
Elizabeth Lyon Beisel,23.0,68.0,168.0,USA,Swimming,F
Valeri Belenki,26.0,59.0,163.0,GER,Gymnastics,M
Paul Adam Belk,23.0,88.0,193.0,GBR,Swimming,M
Alan Richard Bell,23.0,82.0,190.0,GBR,Athletics,M
Earl Holmes Bell,20.0,77.0,191.0,USA,Athletics,M
Earl Holmes Bell,28.0,77.0,191.0,USA,Athletics,M
Earl Holmes Bell,33.0,77.0,191.0,USA,Athletics,M
"Gregory Curtis ""Greg"" Bell",26.0,68.0,174.0,USA,Athletics,M
Kenwood Kenta Bell,27.0,77.0,183.0,USA,Athletics,M
Kenwood Kenta Bell,31.0,77.0,183.0,USA,Athletics,M
"Lynette ""Lyn"" Bell (-Chipchase)",17.0,57.0,167.0,AUS,Swimming,F
"Lynette ""Lyn"" Bell (-Chipchase)",21.0,57.0,167.0,AUS,Swimming,F
Margaret Ann Bell,23.0,40.0,144.0,GBR,Gymnastics,F
Charles Wade Bell,23.0,70.0,180.0,USA,Athletics,M
"Samuel Harrison ""Sam"" Bellah",20.0,70.0,175.0,USA,Athletics,M
"Samuel Harrison ""Sam"" Bellah",24.0,70.0,175.0,USA,Athletics,M
"Walter Jones ""Walt"" Bellamy, Jr.",23.0,98.0,211.0,USA,Basketball,M
"Frederick Giles ""Fred"" Bellars",20.0,74.0,177.0,USA,Athletics,M
Thomaz Cocchiarali Bellucci,20.0,80.0,187.0,BRA,Tennis,M
Thomaz Cocchiarali Bellucci,24.0,80.0,187.0,BRA,Tennis,M
Thomaz Cocchiarali Bellucci,28.0,80.0,187.0,BRA,Tennis,M
Frank Vern Belote,28.0,69.0,172.0,USA,Athletics,M
"Melissa Louise Belote (-Hamlin, -Ripley)",15.0,60.0,171.0,USA,Swimming,F
"Melissa Louise Belote (-Hamlin, -Ripley)",19.0,60.0,171.0,USA,Swimming,F
Janine Claire Belton (-Usher),16.0,56.0,165.0,GBR,Swimming,F
Janine Claire Belton (-Usher),20.0,56.0,165.0,GBR,Swimming,F
"Christopher Anthony ""Chris"" Benard",26.0,84.0,191.0,USA,Athletics,M
"Thomas Erwin ""Tom"" Bender",27.0,105.0,213.0,AUS,Basketball,M
Vtor Alves Benite,26.0,88.0,190.0,BRA,Basketball,M
"Timothy David ""Tim"" Benjamin",22.0,76.0,183.0,GBR,Athletics,M
Lindsay Dianne Benko (-Mintenko),23.0,74.0,185.0,USA,Swimming,F
Lindsay Dianne Benko (-Mintenko),27.0,74.0,185.0,USA,Swimming,F
Maurice Benn,21.0,69.0,179.0,GBR,Athletics,M
Ainsley Bennett,21.0,62.0,168.0,GBR,Athletics,M
Audrey Ethel Bennett (-Banfield),20.0,60.0,165.0,GBR,Athletics,F
Basil Robert Bennett,25.0,77.0,183.0,USA,Athletics,M
"Robert Earl ""Bob"" Bennett",17.0,78.0,183.0,USA,Swimming,M
"Robert Earl ""Bob"" Bennett",21.0,78.0,183.0,USA,Swimming,M
"Robert Howard ""Bob"" Bennett",28.0,98.0,188.0,USA,Athletics,M
Brooke Marie Bennett (-Frioud),16.0,57.0,165.0,USA,Swimming,F
Brooke Marie Bennett (-Frioud),20.0,57.0,165.0,USA,Swimming,F
"Christopher ""Chris"" Bennett",26.0,115.0,188.0,GBR,Athletics,M
"Jefferson Taft ""Jeff"" Bennett",23.0,69.0,173.0,USA,Athletics,M
John Dale Bennett,26.0,68.0,172.0,USA,Athletics,M
Joyce Elaine Bennett (-Sala Tenna),19.0,63.0,168.0,AUS,Athletics,F
Joyce Elaine Bennett (-Sala Tenna),23.0,63.0,168.0,AUS,Athletics,F
Todd Anthony Bennett,22.0,64.0,170.0,GBR,Athletics,M
Todd Anthony Bennett,26.0,64.0,170.0,GBR,Athletics,M
"Christine Mary ""Chris"" Benning (Tranter-)",29.0,49.0,160.0,GBR,Athletics,F
Joan Benoit (-Samuelson),27.0,46.0,157.0,USA,Athletics,F
Craig Harry Benson,18.0,80.0,183.0,GBR,Swimming,M
Craig Harry Benson,22.0,80.0,183.0,GBR,Swimming,M
"Anthony Charles ""Tony"" Benson",30.0,65.0,183.0,AUS,Athletics,M
"Joseph ""Gunnar"" Bentz",20.0,84.0,196.0,USA,Swimming,M
Carl Richard Benyon,20.0,54.0,157.0,GBR,Gymnastics,M
"Richard ""Ricky"" Berens",20.0,93.0,188.0,USA,Swimming,M
"Richard ""Ricky"" Berens",24.0,93.0,188.0,USA,Swimming,M
Janine Berger,16.0,52.0,163.0,GER,Gymnastics,F
Rainer Berger,20.0,73.0,182.0,GER,Athletics,M
Boris Berian,23.0,70.0,183.0,USA,Athletics,M
Glenn Stuart Beringen,19.0,72.0,185.0,AUS,Swimming,M
Brent Thales Berk,19.0,73.0,183.0,USA,Swimming,M
Mary Andray Berkeley (-Agyepong),22.0,65.0,176.0,GBR,Athletics,F
"David Charles ""Dave"" Berkoff",21.0,70.0,175.0,USA,Swimming,M
"David Charles ""Dave"" Berkoff",25.0,70.0,175.0,USA,Swimming,M
"Bernard Ernst ""Barney"" Berlinger",20.0,91.0,186.0,USA,Athletics,M
Tell Schirnding Berna,20.0,70.0,188.0,USA,Athletics,M
Martyn John Bernard,23.0,83.0,196.0,GBR,Athletics,M
Verona Marolin Bernard-Elder,19.0,63.0,170.0,GBR,Athletics,F
Verona Marolin Bernard-Elder,23.0,63.0,170.0,GBR,Athletics,F
Vipa Bernhardt,21.0,60.0,165.0,GER,Swimming,F
Gwen Berry,27.0,89.0,175.0,USA,Athletics,F
Kevin John Berry,15.0,71.0,172.0,AUS,Swimming,M
Kevin John Berry,19.0,71.0,172.0,AUS,Swimming,M
Paula Lynette Berry,23.0,75.0,176.0,USA,Athletics,F
Cludio Luiz Bertolino,33.0,65.0,174.0,BRA,Athletics,M
Ryan Thomas Berube,22.0,68.0,180.0,USA,Swimming,M
Maria Lusa Domingues Betioli (- Zanandrea),27.0,59.0,178.0,BRA,Athletics,F
"Arnold ""Arnie"" Betton",19.0,77.0,188.0,USA,Athletics,M
"Terence Eugene ""Terry"" Beucher",23.0,91.0,185.0,USA,Athletics,M
Brinn John Bevan,19.0,62.0,165.0,GBR,Gymnastics,M
Nigel Charles Bevan,24.0,92.0,186.0,GBR,Athletics,M
Tully Louise Bevilaqua (Crook-),36.0,66.0,165.0,AUS,Basketball,F
Helen Bewley,20.0,57.0,164.0,GBR,Swimming,F
Wolf-Hendrik Paul Beyer,20.0,82.0,200.0,GER,Athletics,M
Horst Beyer,24.0,95.0,196.0,GER,Athletics,M
Udo Beyer,36.0,135.0,195.0,GER,Athletics,M
Uwe Beyer,19.0,108.0,191.0,GER,Athletics,M
Sisay Bezabeh,23.0,55.0,171.0,AUS,Athletics,M
Sisay Bezabeh,26.0,55.0,171.0,AUS,Athletics,M
Mohini Bhardwaj (-Barry),25.0,43.0,147.0,USA,Gymnastics,F
Stephen Raj Bhavsar,27.0,54.0,169.0,USA,Gymnastics,M
Bi Wenjing,14.0,35.0,142.0,CHN,Gymnastics,F
Bi Zhong,23.0,110.0,188.0,CHN,Athletics,M
Bian Ka,23.0,115.0,182.0,CHN,Athletics,F
Bian Lan,17.0,73.0,180.0,CHN,Basketball,F
Bian Lan,21.0,73.0,180.0,CHN,Basketball,F
Bruce Emery Bickford,31.0,60.0,180.0,USA,Athletics,M
John Peter Bicourt,26.0,68.0,176.0,GBR,Athletics,M
John Peter Bicourt,30.0,68.0,176.0,GBR,Athletics,M
Anni Biechl (-Capeller),20.0,60.0,163.0,GER,Athletics,F
Paul Biedermann,21.0,93.0,193.0,GER,Swimming,M
Paul Biedermann,25.0,93.0,193.0,GER,Swimming,M
Paul Biedermann,29.0,93.0,193.0,GER,Swimming,M
Jerome Cousins Biffle,24.0,79.0,184.0,USA,Athletics,M
Eric James Bigby,24.0,80.0,185.0,AUS,Athletics,M
"Steven J. ""Steve"" Bigelow",17.0,73.0,175.0,USA,Swimming,M
David Bryce Bigham,21.0,72.0,175.0,GBR,Athletics,M
"Mary Denise Bignal-Rand (-Toomey, -Reese)",20.0,61.0,173.0,GBR,Athletics,F
"Mary Denise Bignal-Rand (-Toomey, -Reese)",24.0,61.0,173.0,GBR,Athletics,F
George Herman Bihlman,25.0,98.0,183.0,USA,Athletics,M
Daria Eva Bijak,22.0,56.0,158.0,GER,Gymnastics,F
"Pamela Jean ""Pam"" Bileck (-Flat)",15.0,43.0,153.0,USA,Gymnastics,F
Martin Broomall Biles,29.0,80.0,188.0,USA,Athletics,M
Simone Arianne Biles,19.0,47.0,143.0,USA,Gymnastics,F
Uwe Billerbeck,26.0,61.0,168.0,GER,Gymnastics,M
Gary Michael Binfield,22.0,74.0,184.0,GBR,Swimming,M
Michael Allen Oswald Bingham,22.0,75.0,183.0,GBR,Athletics,M
Amanda Yvette Bingson,22.0,89.0,170.0,USA,Athletics,F
"Maxwell ""Max"" Binnington",27.0,78.0,183.0,AUS,Athletics,M
"Stephen John ""Steve"" Binns",28.0,57.0,170.0,GBR,Athletics,M
"Matthew Nicholas ""Matt"" Biondi",18.0,95.0,200.0,USA,Swimming,M
"Matthew Nicholas ""Matt"" Biondi",22.0,95.0,200.0,USA,Swimming,M
"Matthew Nicholas ""Matt"" Biondi",26.0,95.0,200.0,USA,Swimming,M
"Ubiratan ""Bira"" Pereira Maciel",20.0,96.0,196.0,BRA,Basketball,M
"Ubiratan ""Bira"" Pereira Maciel",24.0,96.0,196.0,BRA,Basketball,M
"Ubiratan ""Bira"" Pereira Maciel",28.0,96.0,196.0,BRA,Basketball,M
Larry Joe Bird,35.0,100.0,205.0,USA,Basketball,M
"Suzanne Brigit ""Sue"" Bird",23.0,66.0,175.0,USA,Basketball,F
"Suzanne Brigit ""Sue"" Bird",27.0,66.0,175.0,USA,Basketball,F
"Suzanne Brigit ""Sue"" Bird",31.0,66.0,175.0,USA,Basketball,F
"Suzanne Brigit ""Sue"" Bird",35.0,66.0,175.0,USA,Basketball,F
Dane Alex Bird-Smith,24.0,72.0,187.0,AUS,Athletics,M
Damien Birkinhead,23.0,140.0,190.0,AUS,Athletics,M
Heinfried Ernst Birlenbach,23.0,120.0,202.0,GER,Athletics,M
Collis Birmingham,23.0,71.0,189.0,AUS,Athletics,M
Collis Birmingham,27.0,71.0,189.0,AUS,Athletics,M
Werner Birnbaum,20.0,59.0,162.0,AUS,Gymnastics,M
"Joseph Robert ""Bob"" Birrell",22.0,92.0,192.0,GBR,Athletics,M
Margaret Jean Birtwistle,23.0,66.0,167.0,GBR,Athletics,F
Abby Bishop,23.0,85.0,189.0,AUS,Basketball,F
Ralph English Bishop,20.0,86.0,193.0,USA,Basketball,M
Garry Brian Bjorklund,25.0,66.0,177.0,USA,Athletics,M
Uwe Blab,30.0,110.0,218.0,GER,Basketball,M
"Christopher Francis ""Chris"" Black",26.0,115.0,188.0,GBR,Athletics,M
"Christopher Francis ""Chris"" Black",30.0,115.0,188.0,GBR,Athletics,M
"David John ""Dave"" Black",23.0,66.0,183.0,GBR,Athletics,M
"David John ""Dave"" Black",27.0,66.0,183.0,GBR,Athletics,M
"Edmund Franklin ""Ed"" Black",23.0,75.0,178.0,USA,Athletics,M
Ian MacIntosh Black,19.0,72.0,175.0,GBR,Swimming,M
"Kimberly A. ""Kim"" Black",21.0,60.0,168.0,USA,Swimming,F
"Lawrence Jeffery ""Larry"" Black",21.0,80.0,186.0,USA,Athletics,M
Marilyn Mary Black (-Vassella),20.0,55.0,165.0,AUS,Athletics,F
